?번호,k-아파트코드,k-아파트명,주소(시군구),주소(읍면동),"k-단지분류(아파트,주상복합등등)",k-세대타입(분양형태),k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-연면적,좌표X,좌표Y,컨소시엄여부,수정필드,기업그룹
875,A15004505,당산유원제일2차,영등포구,당산동5가,아파트,분양,5,410,유원건설,유원건설,1984-09-05 0:00,56902,126.8984233,37.5333119,N,,
876,A13905204,월계6-1초안,노원구,월계동,아파트,분양,3,410,서울도시개발공사,서울도시개발공사,1998-04-30 0:00,34911,127.0443052,37.6329918,N,,
877,A13410002,강일리버파크8단지,강동구,강일동,아파트,기타,9,410,동부건설(주)외1,SH공사,2009-03-11 0:00,52880,127.1762695,37.5607222,Y,,
878,A15288807,신도림대림7차e-편한세상,구로구,신도림동,아파트,분양,6,411,(주)대림산업,동주홍상,2004-06-16 0:00,72335,126.882657,37.5083184,N,기업그룹,DL이앤씨
879,A13790004,우면대림,서초구,우면동,아파트,분양,6,412,대림산업주식회사,대림산업주식회사,1995-03-30 0:00,75028,127.0230189,37.4728411,N,기업그룹,DL이앤씨
880,A13783802,방배디오빌,서초구,방배동,주상복합,분양,1,412,대우건설,대가건설,2005-07-05 0:00,26513,126.9842059,37.4860524,N,기업그룹,대우건설
881,A13780403,반포한신서래,서초구,반포동,아파트,분양,4,414,(주)한신공영,(주)한신공영,1987-12-31 0:00,50600,127.0008946,37.4991043,N,,
882,A13286105,쌍문한양5차,도봉구,쌍문동,아파트,분양,3,414,한양,한양,1991-05-28 0:00,43087,127.0321457,37.6560324,N,,
883,A15780002,가양우성,강서구,가양동,아파트,분양,4,414,우성건설,우성건설,1990-10-30 0:00,43721,126.8542542,37.5623512,N,,
884,A13302203,하왕극동미라주,성동구,하왕십리동,아파트,분양,3,414,극동건설,극동건설,2001-12-14 0:00,59337,127.0233607,37.5585166,N,,
885,A13527011,아카데미스위트,강남구,도곡동,아파트,분양,1,414,라성건설(주),라성건설(주),2004-11-15 0:00,102379,127.052083,37.4885971,N,,
886,A13804001,풍납극동,송파구,풍납동,아파트,분양,4,415,극동건설,극동,1987-12-15 0:00,38414,127.1167332,37.5266148,N,,
887,A15603002,브라운스톤상도,동작구,상도동,아파트,분양,8,415,이수건설,상도이수지역주택조합,2007-12-26 0:00,58340,126.9437593,37.5059773,N,,
888,A13524005,개포현대1차,강남구,개포동,아파트,분양,6,416,현대산업개발(주),현대,1984-04-20 0:00,68692,127.0544301,37.4826743,N,기업그룹,아이파크현대산업개발(HDC)
889,A15788302,화곡대림아파트,강서구,화곡동,아파트,분양,5,416,대림산업(주),화곡동 재건축아파트 조합,1992-08-31 0:00,52415,126.8373402,37.5336644,N,기업그룹,DL이앤씨
890,A13804002,풍납쌍용,송파구,풍납동,아파트,분양,3,417,쌍용건설주식회사,쌍용건설주식회사,1994-07-27 0:00,52635,127.1177196,37.527262,N,기업그룹,쌍용건설
891,A15010203,양평벽산,영등포구,양평동2가,아파트,분양,3,417,한국건업,벽산건설,1990-11-10 0:00,35329,126.883568,37.5221895,N,,
892,A13471501,암사한강현대,강동구,암사동,아파트,분양,3,417,현대건설주식회사,율산아파트재건축조합,1999-05-31 0:00,56368,127.1319403,37.5552111,N,기업그룹,현대건설
893,A15704023,강변힐스테이트,강서구,염창동,아파트,분양,7,417,(주)현대건설,(주)현대건설,2005-06-28 0:00,59371,126.8740903,37.5509233,N,기업그룹,현대건설
894,A13785005,"방배임광1,2차",서초구,방배동,아파트,분양,6,418,임광토건,임광토건,1985-11-13 0:00,64805,127.0025259,37.4770722,N,,
895,A15807208,목동삼성래미안,양천구,신정동,아파트,분양,4,420,삼성건설,신정제6지구 제2지구 주택개량재개발조합,1996-09-10 0:00,57653,126.8763711,37.5157638,N,기업그룹,삼성물산
896,A13981304,상계한신1차,노원구,상계동,아파트,분양,4,420,한신공영,한신공영,1987-03-26 0:00,33130,127.0696148,37.666427,N,,
897,A13982701,상계임광아파트,노원구,상계동,아파트,분양,4,420,임광,상계임광아파트,1989-05-01 0:00,56840,127.0563489,37.6606639,N,,
898,A15085404,신길한성,영등포구,신길동,아파트,분양,5,420,한국보훈복지공단,한성건설,1997-07-21 0:00,57972,126.9188187,37.5047193,N,,
899,A12187904,DMC마포청구아파트,마포구,중동,아파트,분양,4,420,청구건설,청구건설,1994-09-29 0:00,48524,126.9020362,37.5740861,N,,
900,A14383203,구의현대6단지,광진구,구의동,아파트,분양,3,421,현대건설(주),현대건설,1994-04-29 0:00,51776,127.0948893,37.5384356,N,기업그룹,현대건설
901,A14001303,용산시티파크1단지,용산구,한강로3가,주상복합,분양,3,421,(주)대우건설,세계일보,2007-08-21 0:00,126765,126.9694981,37.5251636,N,기업그룹,대우건설
902,A15786424,염창한화꿈에그린,강서구,염창동,아파트,분양,7,422,한화건설,서울도시가스(주),2005-04-01 0:00,67804,126.8731525,37.5481893,N,기업그룹,한화
903,A11041001,효성주얼리시티아파트,종로구,인의동,주상복합,분양,2,298,(주)효성건설,태승플레이,2006-10-27 0:00,89808,126.9983959,37.571436,N,기업그룹,효성중공업
904,A15607001,흑석동양,동작구,흑석동,아파트,분양,7,423,동양메이저건설,동양메이저건설,2003-11-04 0:00,53118,126.9585765,37.5004204,N,,
905,A15210210,오류삼천리,구로구,오류동,아파트,분양,4,423,(주)삼천리M&C,삼천리,1998-11-28 0:00,62202,126.8399091,37.4927408,N,,
906,A15805302,목동2차성원아파트,양천구,목동,주상복합,분양,4,423,성원건설(주),무궁화재건축조합,2000-12-13 0:00,59210,126.8634813,37.5427613,N,,
907,A15685503,보라매파크빌,동작구,신대방동,아파트,분양,6,423,한일건설,sh공사,2002-02-27 0:00,57603,126.9155388,37.4944124,N,,
908,A13922904,중계금호,노원구,중계동,아파트,분양,3,424,금호,한일은행 중계동 연합조합,1997-01-20 0:00,46268,127.081287,37.6470308,N,,
909,A13204505,창동상아2차,도봉구,창동,아파트,분양,4,427,동성,동성,1988-02-11 0:00,34995,127.0441299,37.6531689,N,,
910,A15601103,신대방경남아너스빌,동작구,신대방동,아파트,분양,5,427,경남기업,무림아파트재건축조합,2003-02-28 0:00,65144,126.9085431,37.489496,N,,
911,A15284603,구로럭키,구로구,구로동,아파트,분양,2,427,럭키개발,구로4지구재개발조합,1992-06-25 0:00,39961,126.8940158,37.4920766,N,기업그룹,GS건설
912,A13703019,롯데캐슬갤럭시아파트,서초구,잠원동,아파트,분양,8,428,롯데건설(주),롯데건설(주),2004-04-28 0:00,92724,127.0159475,37.5190505,N,기업그룹,롯데건설
913,A12294102,DMC우방,은평구,증산동,아파트,분양,3,429,(주)우방,초원빌라 재건축조합,2000-03-20 0:00,62214,126.9029992,37.5818742,N,,
914,A15784008,등촌서광,강서구,등촌동,아파트,분양,6,430,서광건설,서광건설,1999-04-01 0:00,52065,126.8574637,37.5578978,N,,
915,A14286108,해모로,강북구,번동,아파트,분양,5,430,한진중공업(주),대한주택보증(주),2003-07-28 0:00,61664,127.0375124,37.62658,N,,
916,A12187602,래미안용강아파트,마포구,용강동,아파트,분양,9,430,삼성물산 건설부문,용강1지구 재건축조합,2003-03-21 0:00,64232,126.9413984,37.543435,N,기업그룹,삼성물산
917,A13305006,왕십리삼성,성동구,마장동,아파트,분양,5,430,삼성건설(주),대성산업(주),1996-12-14 0:00,53754,127.0402374,37.5661691,N,기업그룹,삼성물산
918,A15603502,래미안상도2차,동작구,상도동,아파트,분양,9,431,삼성물산,상도6구역주택재개발조합,2003-10-30 0:00,63061,126.9511199,37.5018787,N,기업그룹,삼성물산
919,A13608301,보문아이파크,성북구,보문동3가,아파트,분양,8,431,현대산업개발,재개발조합,2003-08-30 0:00,59904,127.0166232,37.5855901,N,기업그룹,아이파크현대산업개발(HDC)
920,A13980009,공릉태릉우성,노원구,공릉동,아파트,분양,9,432,"한국과학기술원직원,육사기간요원 주택조합","한국과학기술원직원,육사기간요원 주택조합",1985-10-28 0:00,43515,127.0854776,37.6245525,N,,
921,A13685104,정릉중앙하이츠빌1단지,성북구,정릉동,아파트,분양,7,433,(주)중앙건설,"계성제지그룹직장조합외5개조합,(주)중앙건설",2004-04-30 0:00,62123,127.0101777,37.6028813,N,,
922,A13385303,응봉신동아,성동구,응봉동,아파트,분양,4,434,신동아건설(주),금호 제 14지구,1996-04-09 0:00,43949,127.0295611,37.5504195,N,,
923,A13880701,가락미륭아파트,송파구,가락동,아파트,분양,4,435,동부건설,농협중앙회재무부주택조합,1986-11-07 0:00,42977,127.1285974,37.4937996,N,,
924,A15081503,대림우성,영등포구,대림동,아파트,분양,4,435,우성건설,한국산업은행 직원 주택조합,1985-11-27 0:00,38736,126.9009261,37.4964591,N,,
925,A13007002,용두롯데캐슬피렌체,동대문구,용두동,주상복합,분양,4,435,롯데건설,용두5구역,2009-02-05 0:00,51600,127.0360455,37.5771878,N,기업그룹,롯데건설
926,A11052201,명륜아남1차,종로구,명륜2가,아파트,분양,3,436,아남건설(주),총무처주택조합외 11개 조합,1995-12-22 0:00,55872,126.9992985,37.5859111,N,,
927,A13980010,공릉화랑타운,노원구,공릉동,아파트,분양,11,436,두산건설,도시개발공사,2000-01-27 0:00,58394,127.0879394,37.6238712,N,,
928,A12127001,상암월드컵파크5단지,마포구,상암동,아파트,분양,8,436,대동건설,SH공사,2005-09-20 0:00,68193,126.8852677,37.5806443,N,,
929,A13920207,상계1차중앙하이츠,노원구,상계동,아파트,분양,2,437,(주)중앙건설,(주)중앙건설,1997-10-16 0:00,53666,127.0689101,37.6537485,N,,
930,A13604401,삼선코오롱아파트,성북구,삼선동4가,아파트,분양,5,437,코오롱,코오롱,1999-11-02 0:00,58309,127.0132547,37.5904694,N,,
931,A14381508,광장현대9차,광진구,광장동,아파트,분양,5,437,현대건설,현대건설직장주택조합외3개,1999-04-30 0:00,52403,127.0976662,37.542369,N,기업그룹,현대건설
932,A13592601,역삼개나리래미안,강남구,역삼동,아파트,분양,7,438,삼성,개나리래미안조합,2006-08-31 0:00,93113,127.0457475,37.4983263,N,기업그룹,삼성물산
933,A14319204,자양현대3차,광진구,자양동,아파트,분양,2,439,***,자양동 연합주택조합,1996-12-09 0:00,52336,127.0834571,37.5285844,N,,
934,A15884202,신월신안약수,양천구,신월동,아파트,분양,5,440,신안건설산업(주),신안건설,1985-12-07 0:00,43192,126.8474503,37.5165172,N,,
935,A13181203,용마금호타운,중랑구,면목동,아파트,분양,5,440,금호건설,금호건설,1992-12-23 0:00,50897,127.0943633,37.582864,N,,
936,A10045401,신당삼성임대,중구,신당동,아파트,임대,3,440,삼성물산,삼성물산,1999-12-22 0:00,25406,127.0179323,37.5580944,N,기업그룹,삼성물산
937,A15282608,고척우성현대,구로구,고척동,아파트,분양,4,440,"우성건설(1,2동), 현대산업개발(3,4동)",문교부 직장조합주택 외 4개 조합,1987-11-19 0:00,44847,126.8627819,37.4988578,Y,기업그룹,아이파크현대산업개발(HDC)
938,A15886507,신정푸른마을3단지,양천구,신정동,아파트,분양,6,440,주)태영,SH공사,2001-01-29 0:00,53299,126.8368562,37.5114679,N,,
939,A13707010,래미안서초유니빌,서초구,서초동,주상복합,분양,1,440,삼성물산(주),서린상사(주),2003-08-22 0:00,36407,127.016979,37.4847031,N,기업그룹,삼성물산
940,A13804003,풍납시티극동,송파구,풍납동,아파트,분양,3,442,극동건설,풍납동 재건축 조합,1998-05-27 0:00,53701,127.1182132,37.5396031,N,,
941,A15205002,구로두산제2,구로구,구로동,아파트,임대,1,442,두산건설,두산건설,1998-11-30 0:00,22171,126.8889122,37.4885905,N,,
942,A13410003,강일리버파크2단지,강동구,강일동,아파트,기타,9,442,한신공영(주),에스에이치공사,2009-03-11 0:00,65452,127.1766546,37.5687308,N,,
943,A13880204,가락대림아파트,송파구,가락동,아파트,분양,4,443,1,가락대림아파트입주자대표회의,1988-11-18 0:00,49191,127.1188815,37.499639,N,,
944,A15609305,사당롯데캐슬샤인,동작구,사당동,아파트,분양,7,444,롯데건설,삼익아파트재건축조합,2003-10-17 0:00,87765,126.9724822,37.4907263,N,기업그룹,롯데건설
945,A14387605,자양한양,광진구,자양동,아파트,분양,6,444,(주) 한양,(주) 한양,1983-05-27 0:00,66500,127.0910116,37.5314488,N,,
946,A15809603,"벽산블루밍1단지,2단지",양천구,신월동,아파트,분양,7,444,벽산건설(주),벽산건설(주),2003-12-16 0:00,41796,126.8425224,37.513351,N,,
947,A12208204,새절역현대아파트,은평구,신사동,아파트,분양,5,445,현대건설,산업은행 외 12개 주택조합,1997-09-25 0:00,47954,126.9086256,37.5935228,N,기업그룹,현대건설
948,A15703301,등촌8단지주공아파트,강서구,등촌동,아파트,분양,5,445,주택공사,주택공사,1994-11-04 0:00,26126,126.8513767,37.5612871,N,,
949,A13009206,휘경동일스위트리버,동대문구,휘경동,아파트,분양,9,445,(주)동일,(주)동일,2007-05-18 0:00,68345,127.0686947,37.5874125,N,,
950,A15088915,롯데캐슬아이비,영등포구,여의도동,주상복합,분양,2,445,롯데건설주식회사,미주재건축조합,2005-12-30 0:00,124284,126.9317611,37.5202096,N,기업그룹,롯데건설
951,A13383702,송정건영,성동구,송정동,아파트,분양,3,447,건영,건영,2000-05-10 0:00,53703,127.0709815,37.5559647,N,,
952,A12119004,서강해모로,마포구,창전동,아파트,분양,8,447,한진중공업,한진중공업,2007-12-12 0:00,59052,126.9302387,37.5462183,N,,
953,A15283709,고척청구아파트,구로구,고척동,아파트,분양,4,448,(주)청구,(주)청구,1999-06-07 0:00,61151,126.8638405,37.5015386,N,,
954,A13480401,고덕현대,강동구,고덕동,아파트,분양,4,448,현대,현대,1995-11-30 0:00,52626,127.1521009,37.5565058,N,기업그룹,현대건설
955,A14380409,광장극동1차,광진구,광장동,아파트,분양,5,448,극동건설,대한제지,1985-09-14 0:00,76761,127.1042868,37.5431884,N,,
956,A13981608,상계동양메이저,노원구,상계동,아파트,분양,7,448,동양메이저건설(주),동양,2003-08-30 0:00,63731,127.0640146,37.6578567,N,,
957,A13293505,도봉래미안,도봉구,도봉동,아파트,분양,7,448,삼성물산(주)건설부문,도봉 제1구역 재개발조합,2005-02-18 0:00,58883,127.0462651,37.6796389,N,기업그룹,삼성물산
958,A13922905,중계한화꿈에그린,노원구,중계동,아파트,분양,8,448,한화건설,한화건설,2005-03-03 0:00,63237,127.0828152,37.6474408,N,기업그룹,한화
959,A13204506,창동동아그린,도봉구,창동,아파트,분양,3,449,동아종합환경(주),창동동아연합주택조합,1996-11-30 0:00,47340,127.0464538,37.654516,N,,
960,A13509009,아이파크삼성동,강남구,삼성동,아파트,분양,3,449,현대산업개발,현대산업개발,2004-03-18 0:00,144636,127.0591223,37.5181937,N,기업그룹,아이파크현대산업개발(HDC)
961,A13790620,한강,서초구,잠원동,아파트,분양,5,450,한신공영,공무원연금관리공단,1989-06-17 0:00,48239,127.0155924,37.5214482,N,,
962,A15286210,신도림현대,구로구,구로동,아파트,분양,3,450,현대건설주식회사,"국방부삼일주택,신도림지역주택조합",1994-01-21 0:00,50312,126.886015,37.5049671,N,기업그룹,현대건설
963,A13790721,신반포7차,서초구,잠원동,아파트,분양,3,320,한신공영(주),한신공영(주),1980-04-30 0:00,43597,127.0079051,37.5124574,N,,
964,A13980411,공릉동신,노원구,공릉동,아파트,분양,6,452,대성연합건축조합(주)동신,대성연합건축조합(주)동신,1999-12-24 0:00,65230,127.0768621,37.6280155,N,,
965,A13985406,중계현대6차,노원구,중계동,아파트,분양,5,453,(주)현대건설,(주)현대건설,2018-06-27 0:00,66423,127.0824304,37.6455756,N,기업그룹,현대건설
966,A13615002,석관코오롱,성북구,석관동,아파트,분양,6,453,코오롱건설,석관동A지구재건축조합,1999-06-12 0:00,62526,127.0657663,37.6063529,N,,
967,A15205104,구로한일유엔아이,구로구,구로동,아파트,분양,8,454,한일건설,한일건설,2006-06-27 0:00,68912,126.8756078,37.4863381,N,,
968,A15704025,염창강변한솔솔파크,강서구,염창동,아파트,분양,8,455,한솔건설,재건축조합,2005-09-23 0:00,64504,126.8671836,37.5562105,N,,
